Customer_ID,Customer_Status,Age,Sex,Dependents,Education,Marital_Status,Income_Range,Credit_Card_Type,Account_Tenure_Months,Total_Products_Held,Inactive_Months_Last_Year,Customer_Contacts_Last_Year,Credit_Limit_Amount,Revolving_Balance,Available_Credit,Transaction_Amount_Change_Rate,Total_Transaction_Amount,Total_Transaction_Count,Transaction_Count_Change_Rate,Credit_Utilization_Ratio,Attrition_Probability_Class_1,Attrition_Probability_Class_2,Credit_Score,Predicted_Credit_Score_RF
717180633,Existing Customer,59,M,1,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,2,2483.0,1372,1111.0,1.642,1704,35,0.458,0.553,0.00012571,0.99987,511.2013807039104,
717295683,Existing Customer,50,M,0,Doctorate,Single,$80K - $120K,Blue,38,5,2,2,3460.0,1881,1579.0,0.622,1546,35,1.059,0.544,0.00014134,0.99986,518.0333016051823,
713128833,Existing Customer,49,M,2,Unknown,Unknown,$60K - $80K,Blue,36,5,3,2,6511.0,1790,4721.0,0.397,1478,38,0.267,0.275,0.00019771,0.9998,599.2136767141359,
813499458,Attrited Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,40,3,3,1,1438.3,0,1438.3,1.23,2132,31,0.107,0.0,0.9909,0.0091,685.0463978441232,
710070183,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,36,3,2,2,2615.0,1772,843.0,0.611,1419,38,0.357,0.678,0.00010386,0.9999,472.35072231877103,
789605658,Existing Customer,42,F,1,Doctorate,Married,$40K - $60K,Blue,35,4,3,2,2985.0,2355,630.0,0.602,1065,27,0.588,0.789,0.00024431,0.99976,435.88582146849393,
710045058,Existing Customer,46,M,5,High School,Married,$40K - $60K,Silver,28,5,1,3,18797.0,2158,16639.0,0.446,1364,40,0.538,0.115,8.4008e-05,0.99992,650.1087559755132,
710164683,Existing Customer,33,M,1,Graduate,Married,$60K - $80K,Blue,22,3,1,3,2859.0,2517,342.0,1.254,2247,36,0.636,0.88,8.6952e-05,0.99991,391.58373146501754,
710802258,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,38,4,3,0,2888.0,2245,643.0,0.772,1111,26,0.368,0.777,6.6354e-05,0.99993,444.9513136639337,
721036233,Existing Customer,61,M,0,High School,Married,$60K - $80K,Blue,36,4,3,3,9172.0,1567,7605.0,1.451,1836,42,0.75,0.171,0.00025237,0.99975,636.2052209647642,
710036508,Existing Customer,42,M,5,Uneducated,Married,$40K - $60K,Blue,34,5,3,2,14281.0,1519,12762.0,0.256,1164,35,0.522,0.106,0.00019094,0.99981,655.89913119578,
717776808,Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,2,3,7353.0,1450,5903.0,0.739,2005,54,0.459,0.197,0.00020077,0.9998,632.0416582345493,
714906033,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,5145.0,0,5145.0,0.693,1588,35,0.944,0.0,0.00011382,0.99989,680.3299935537568,
714273708,Existing Customer,53,F,4,Graduate,Married,$40K - $60K,Blue,36,3,2,3,4753.0,2472,2281.0,1.274,2242,49,0.815,0.52,0.00020077,0.9998,527.3003361594987,
721117533,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,26,3,3,3,2171.0,1418,753.0,0.505,1415,45,0.406,0.653,0.0003139,0.99969,461.32875914953445,
715374558,Existing Customer,26,M,0,College,Divorced,Less than $40K,Blue,36,5,2,3,4150.0,456,3694.0,1.126,2483,74,0.542,0.11,0.00015971,0.99984,650.7306585609047,
824807658,Existing Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,41,6,3,3,9106.0,2477,6629.0,0.515,1239,33,0.737,0.272,0.0003139,0.99969,611.5083641740895,
714940608,Existing Customer,36,M,2,High School,Divorced,$40K - $60K,Blue,36,3,3,2,2686.0,1733,953.0,0.706,2057,53,0.71,0.645,0.00017486,0.99983,485.80520701603797,
824782008,Existing Customer,42,M,3,High School,Unknown,$60K - $80K,Blue,38,5,1,2,10239.0,510,9729.0,0.344,1228,26,0.529,0.05,5.5559e-05,0.99994,674.3329782063998,673.7204360218733
717561108,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,36,4,3,2,34516.0,549,33967.0,0.78,1629,32,0.778,0.016,0.00016883,0.99983,718.2987417689432,717.8948530293051
717127083,Existing Customer,37,M,3,Graduate,Married,$120K +,Blue,25,3,3,0,15017.0,1733,13284.0,0.635,2076,58,0.487,0.115,6.8853e-05,0.99993,643.1278718046937,
772460508,Existing Customer,53,M,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,2,4426.0,1530,2896.0,0.518,1231,34,0.214,0.346,5.3155e-05,0.99995,586.0570474742103,
720484908,Existing Customer,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,52,5,3,3,2155.0,0,2155.0,1.423,1655,27,1.25,0.0,0.00033411,0.99967,704.9325731767229,
771237933,Existing Customer,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,4,1,3,20620.0,1085,19535.0,1.276,1477,23,0.533,0.053,8.9404e-05,0.99991,682.6751854913844,
794664183,Existing Customer,38,M,0,Uneducated,Married,$60K - $80K,Blue,19,3,1,3,3238.0,2146,1092.0,0.673,1501,45,0.667,0.663,8.1736e-05,0.99992,447.8396863914793,
797488158,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,46,5,3,0,14316.0,1081,13235.0,0.67,1313,36,0.636,0.076,6.4505e-05,0.99994,687.184506323668,
708543258,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,36,5,3,2,2607.0,1880,727.0,1.464,2045,39,0.95,0.721,0.00018145,0.99982,462.8258463231218,
778706508,Existing Customer,43,M,4,College,Married,$60K - $80K,Blue,24,3,5,4,6231.0,0,6231.0,1.054,1448,30,0.875,0.0,0.00058762,0.99941,659.7171937607142,658.7694674248772
712240083,Attrited Customer,38,F,3,Unknown,Single,Less than $40K,Blue,30,6,2,2,3730.0,2517,1213.0,0.853,858,22,0.467,0.675,0.99236,0.00764,461.11657221158316,
713650683,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,4,1,4,3094.0,2266,828.0,0.724,1591,37,0.321,0.732,0.00013562,0.99986,493.4894236480162,
772532208,Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,6630.0,916,5714.0,0.927,842,24,0.5,0.138,0.9964,0.00359603,645.9738182880095,
778929783,Attrited Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,22,2,2,3,1925.0,0,1925.0,0.672,781,28,0.75,0.0,0.99499,0.00501,646.2995520264179,
714244383,Existing Customer,39,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,3,33406.0,1692,31714.0,1.242,1529,30,0.875,0.051,0.00019313,0.99981,705.64978339295,
718797558,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,30,3,2,3,2917.0,1357,1560.0,1.593,2422,46,0.438,0.465,0.00017969,0.99982,531.4002295259407,
712821333,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,Blue,47,3,3,3,9452.0,2517,6935.0,0.73,1825,50,0.613,0.266,0.00026692,0.99973,627.6941761721816,621.5817796144516
721120008,Existing Customer,43,F,2,Uneducated,Single,$40K - $60K,Blue,29,6,3,2,2162.0,1377,785.0,0.6,1555,29,0.706,0.637,0.00018494,0.99982,472.23027639038594,473.29558056319587
709633533,Existing Customer,31,M,2,Uneducated,Married,Less than $40K,Blue,18,3,2,4,1438.3,0,1438.3,1.561,2789,50,1.083,0.0,0.00033577,0.99966,649.3151090074459,
710789058,Existing Customer,55,M,1,Graduate,Single,$120K +,Blue,42,4,2,3,34516.0,1478,33038.0,0.967,1308,41,0.414,0.043,0.00017969,0.99982,719.17639039169,
716174433,Existing Customer,65,F,1,College,Married,Less than $40K,Blue,54,3,3,3,2888.0,1134,1754.0,1.479,2489,54,0.742,0.393,0.00027607,0.99972,596.1778385348647,
789886533,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,44,3,3,3,3947.0,1746,2201.0,0.478,1110,21,0.4,0.442,0.00027604,0.99972,557.6942604492283,
715210308,Existing Customer,40,F,1,High School,Married,Unknown,Blue,31,3,3,4,15970.0,1212,14758.0,0.542,1260,32,0.524,0.076,0.00047086,0.99953,662.5080478302801,
721038408,Existing Customer,38,F,2,High School,Married,Less than $40K,Blue,27,4,1,2,1830.0,0,1830.0,0.736,1741,43,0.654,0.0,5.3542e-05,0.99995,660.2841871395259,
713325108,Existing Customer,36,M,2,Post-Graduate,Married,$60K - $80K,Blue,29,5,3,3,7712.0,2517,5195.0,0.676,1845,40,0.739,0.326,0.00035594,0.99964,575.138950546915,
720352533,Existing Customer,43,M,3,High School,Unknown,$60K - $80K,Blue,36,5,3,3,20811.0,1425,19386.0,0.382,1483,38,0.52,0.068,0.00030516,0.99969,682.0557578465176,684.2872781538463
708431433,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,31,3,3,2,11789.0,1420,10369.0,0.659,1463,32,0.684,0.12,0.00018665,0.99981,644.3496835363505,
716996583,Existing Customer,50,M,3,High School,Divorced,$120K +,Blue,37,3,1,2,3073.0,1792,1281.0,1.099,1734,35,1.188,0.583,5.5559e-05,0.99994,505.00407361379126,506.94614290750803
718699683,Existing Customer,48,M,3,College,Married,$80K - $120K,Silver,36,6,2,2,34516.0,0,34516.0,0.691,1733,54,0.636,0.0,0.00010375,0.9999,723.661390546264,
771359958,Existing Customer,39,M,4,Unknown,Single,$120K +,Silver,26,6,2,2,34516.0,2517,31999.0,0.887,1689,42,1.1,0.073,0.00011856,0.99988,683.6662039756392,689.3988144683427
716604633,Existing Customer,55,F,2,Post-Graduate,Married,$40K - $60K,Blue,46,6,2,2,6725.0,2025,4700.0,0.604,1865,53,0.767,0.301,0.00013393,0.99987,611.6745233919231,
813952233,Existing Customer,44,M,3,Graduate,Unknown,Less than $40K,Blue,39,5,2,4,2978.0,2134,844.0,0.579,1413,46,0.394,0.717,0.00033886,0.99966,466.50124775679393,
713053383,Attrited Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,3,34516.0,781,33735.0,0.803,853,12,0.091,0.023,0.98971,0.01029,712.0005162766253,
709979583,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,46,3,1,3,34516.0,854,33662.0,0.928,1999,54,0.8,0.025,9.6126e-05,0.9999,735.457615853093,731.7420773448474
709380333,Existing Customer,57,M,1,Uneducated,Married,$120K +,Blue,36,6,2,3,24545.0,1735,22810.0,0.664,1671,45,0.5,0.071,0.00018475,0.99982,687.5819393546549,
778574283,Existing Customer,53,F,1,Uneducated,Married,$40K - $60K,Blue,46,5,2,3,1438.3,0,1438.3,0.743,2118,64,0.455,0.0,0.00018475,0.99982,695.6849423768465,
789875883,Existing Customer,41,F,4,Uneducated,Single,Less than $40K,Blue,31,5,1,2,2490.0,627,1863.0,0.345,1391,45,0.364,0.252,5.9391e-05,0.99994,590.8895930838022,
714661233,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,24,6,2,4,10074.0,2517,7557.0,0.77,1729,52,0.926,0.25,0.00030653,0.99969,591.8044109043356,
813915933,Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,40,3,3,2,2259.0,954,1305.0,0.695,1393,35,0.842,0.422,0.00017987,0.99982,555.6372144048574,
708358683,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Silver,35,6,3,2,34516.0,1236,33280.0,0.549,1665,40,0.667,0.036,0.00016253,0.99984,710.7077905215322,
824761458,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,50,4,2,3,9519.0,1936,7583.0,0.929,2489,62,1.0,0.203,0.0001861,0.99981,655.6406715067368,
715362183,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,36,3,1,2,3706.0,1043,2663.0,0.384,1688,38,0.583,0.281,5.7762e-05,0.99994,594.4864614905333,595.6134851212171
721194858,Existing Customer,48,M,4,Graduate,Unknown,$80K - $120K,Blue,40,6,2,2,4438.0,2472,1966.0,0.69,1725,60,0.622,0.557,0.00011937,0.99988,520.089869551896,
803595858,Attrited Customer,56,F,3,High School,Married,$40K - $60K,Blue,51,5,2,1,1438.3,0,1438.3,0.597,594,14,0.556,0.0,0.98576,0.01424,696.3685451839075,
716198358,Existing Customer,33,F,4,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,3,2372.0,1887,485.0,0.8,1852,55,0.618,0.796,0.00023623,0.99976,438.9412782010871,
714173808,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,34,5,1,2,4214.0,1249,2965.0,0.542,1389,34,0.478,0.296,5.7762e-05,0.99994,585.5333082857671,587.1451092437295
709465758,Existing Customer,62,F,1,Post-Graduate,Married,Less than $40K,Blue,53,3,1,3,1438.3,0,1438.3,0.699,902,31,0.409,0.0,0.00010231,0.9999,701.6062797497095,
714081558,Existing Customer,33,F,0,Graduate,Married,Unknown,Blue,36,4,2,4,2613.0,1599,1014.0,0.749,1387,31,0.722,0.612,0.00028024,0.99972,491.9747024109646,
717364458,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,26,6,1,4,4331.0,1445,2886.0,1.07,2053,33,1.75,0.334,0.00015942,0.99984,563.6093766547743,
778755858,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,27,5,1,3,3665.0,1725,1940.0,0.495,1881,55,0.618,0.471,9.6126e-05,0.9999,522.3997864623934,
710754933,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,49,6,2,3,1438.3,0,1438.3,0.94,840,20,0.818,0.0,0.99395,0.00605,694.1279973742188,
720007383,Attrited Customer,41,F,2,Unknown,Single,Unknown,Blue,28,2,1,3,4411.0,2517,1894.0,0.988,803,15,0.875,0.571,0.99028,0.00972,489.43408801325177,
810220833,Existing Customer,42,M,4,Graduate,Unknown,$40K - $60K,Silver,37,3,6,2,15871.0,2086,13785.0,0.745,1562,43,0.955,0.131,0.00013456,0.99987,658.2127672814835,
718362783,Attrited Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,27,3,2,3,12643.0,0,12643.0,0.393,787,21,0.167,0.0,0.9948,0.0052,670.7867167693463,672.7770044340749
708267858,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,36,5,2,3,6088.0,2145,3943.0,1.371,2098,52,0.733,0.352,0.0001597,0.99984,578.8551697404374,
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,1,2,13873.0,0,13873.0,0.233,694,18,0.286,0.0,0.98535,0.01465,672.0653612821991,
715588908,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,2,3,6158.0,0,6158.0,1.411,3132,66,0.784,0.0,0.00020077,0.9998,683.0077421126382,
772674933,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,41,5,3,3,5638.0,808,4830.0,0.781,2036,50,0.613,0.143,0.00029196,0.99971,649.4964443405935,
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,40,5,2,4,2178.0,1144,1034.0,1.585,1724,47,1.043,0.525,0.00031517,0.99968,526.4106154531286,
720650208,Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,22,3,3,3,12588.0,2005,10583.0,0.996,1561,26,1.0,0.159,0.00030519,0.99969,618.265877469258,
769732233,Existing Customer,40,M,5,Graduate,Married,$80K - $120K,Blue,34,6,2,4,11942.0,1651,10291.0,0.598,1085,29,0.208,0.138,0.00033714,0.99966,642.4834508338735,
713030958,Existing Customer,57,F,2,College,Married,Less than $40K,Blue,44,6,3,2,3914.0,0,3914.0,0.524,1964,54,0.8,0.0,0.00017488,0.99983,694.8666686075127,
711320508,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,49,4,2,4,3038.0,1410,1628.0,0.644,1762,34,0.7,0.464,0.00034248,0.99966,562.2334262813712,
795795408,Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,47,3,1,3,5579.0,1423,4156.0,0.503,1514,47,1.136,0.255,9.5249e-05,0.9999,623.7011983902552,623.5618959026032
717904383,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,31,5,1,2,18693.0,2052,16641.0,0.5,1516,44,0.63,0.11,5.5077e-05,0.99994,657.6375768922453,
714115533,Existing Customer,28,M,0,Graduate,Married,Less than $40K,Blue,18,5,1,3,2943.0,1789,1154.0,1.271,2591,55,0.897,0.608,7.9494e-05,0.99992,468.0236260527166,
712475733,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,28,4,2,3,2435.0,1888,547.0,0.922,1847,39,0.696,0.775,0.00019311,0.99981,431.0197755167957,
718996758,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,30,5,2,2,2077.0,1392,685.0,1.553,1629,36,1.25,0.67,0.00011382,0.99989,464.39320562007623,
713049933,Existing Customer,65,F,1,High School,Married,Unknown,Blue,36,5,2,2,5756.0,0,5756.0,1.046,2144,44,0.63,0.0,0.00010386,0.9999,684.2230972453817,
709961958,Attrited Customer,58,F,4,High School,Divorced,Unknown,Blue,45,4,1,1,21065.0,2517,18548.0,0.84,1060,32,0.333,0.119,0.97132,0.02868,680.9066660186113,
718301508,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,30,6,3,2,9428.0,1765,7663.0,0.587,1457,43,0.593,0.187,0.00017486,0.99983,619.0113557717178,
714831033,Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,47,4,1,3,6065.0,1728,4337.0,0.417,1114,27,0.688,0.285,9.5638e-05,0.9999,613.2411859547727,
710653158,Existing Customer,39,F,4,Graduate,Married,Unknown,Blue,21,6,1,4,5024.0,1613,3411.0,0.758,1925,40,0.667,0.321,0.00016574,0.99983,558.8921966808502,
721265883,Existing Customer,26,M,1,Graduate,Single,Less than $40K,Blue,13,3,3,2,2174.0,1514,660.0,0.607,2510,44,0.294,0.696,0.00016883,0.99983,431.14286166094894,
715049583,Existing Customer,60,M,1,Unknown,Married,$60K - $80K,Blue,54,5,3,3,3398.0,2341,1057.0,0.714,1169,31,0.409,0.689,0.00031211,0.99969,500.97531493895923,
715394883,Existing Customer,35,F,2,High School,Married,Unknown,Blue,36,3,2,4,4319.0,1151,3168.0,0.594,1852,47,0.424,0.266,0.00031746,0.99968,600.7617093055024,600.8305654196313
773448558,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,40,6,3,3,3673.0,2292,1381.0,0.637,1257,34,0.545,0.624,0.0003139,0.99969,496.34976834112297,
717249783,Existing Customer,47,M,4,Unknown,Unknown,$60K - $80K,Blue,39,5,2,2,1815.0,740,1075.0,1.124,1931,67,0.718,0.408,0.00013121,0.99987,560.3189455503949,
708344358,Existing Customer,53,F,3,High School,Married,Unknown,Blue,45,5,1,3,2495.0,1354,1141.0,0.623,1311,31,0.476,0.543,9.3448e-05,0.99991,528.1640293497477,529.7571437438473
712003083,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,36,3,2,4,34516.0,2102,32414.0,0.912,1612,33,0.737,0.061,0.00030653,0.99969,704.7067703341887,
754282908,Existing Customer,50,F,1,Post-Graduate,Married,Less than $40K,Blue,43,3,1,3,3368.0,844,2524.0,0.838,2022,59,0.686,0.251,0.00010231,0.9999,617.3038016806278,
717412608,Attrited Customer,38,F,2,High School,Married,$40K - $60K,Blue,28,3,2,2,7225.0,0,7225.0,0.419,738,16,0.231,0.0,0.99104,0.00896,664.4588029063808,
719412258,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,30,5,3,4,5202.0,815,4387.0,1.108,1558,48,0.778,0.157,0.00053543,0.99946,622.4359757096838,
788675658,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,29,6,2,4,1923.0,845,1078.0,0.587,1670,37,0.682,0.439,0.00035894,0.99964,531.90621984854,535.8253251824469
717683583,Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,36,4,2,3,6929.0,1691,5238.0,0.534,1388,27,0.929,0.244,0.00019311,0.99981,608.6322854006812,
820584408,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,44,3,3,2,4364.0,1507,2857.0,1.05,1392,38,1.375,0.345,0.00018665,0.99981,588.9239719280292,589.3670684560911
719392833,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,38,3,3,2,2400.0,1613,787.0,0.629,1311,34,0.417,0.672,0.00018665,0.99981,476.8264120128605,
718595583,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,3,2,3,25878.0,1733,24145.0,0.438,1777,54,0.862,0.067,0.00019864,0.9998,691.2863968278303,
778508883,Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,24,4,1,4,11876.0,1926,9950.0,0.51,1367,33,0.737,0.162,0.00016316,0.99984,618.856343942726,
715511658,Existing Customer,49,F,5,Post-Graduate,Unknown,$40K - $60K,Blue,39,3,1,4,4568.0,0,4568.0,0.979,1431,27,0.688,0.0,0.00019198,0.99981,684.0019089143742,
711999783,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,4740.0,1348,3392.0,0.472,1406,23,0.533,0.284,0.00012144,0.99988,584.6301023286702,
753856008,Existing Customer,49,F,2,Unknown,Unknown,$40K - $60K,Blue,42,6,1,4,4949.0,1495,3454.0,0.791,3597,64,0.684,0.302,0.00017371,0.99983,611.0292125271999,612.765983398386
789920883,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,3,3,4,11189.0,2517,8672.0,2.041,2959,58,1.231,0.225,0.00053543,0.99946,629.0025790955988,
788677533,Existing Customer,44,M,4,Unknown,Married,$120K +,Blue,31,4,3,4,34516.0,1197,33319.0,0.669,1594,43,1.15,0.035,0.0005948,0.99941,703.4808173864656,
716284308,Existing Customer,65,M,2,Graduate,Married,Unknown,Blue,55,3,2,2,6099.0,2175,3924.0,0.582,1319,34,0.545,0.357,0.00011382,0.99989,607.0852200625071,602.0093479637957
712120608,Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,27,3,2,3,3575.0,1884,1691.0,0.384,861,15,1.5,0.527,0.99485,0.00515,499.9511260579741,
715482483,Existing Customer,26,M,0,High School,Single,Unknown,Blue,36,5,2,3,3184.0,1421,1763.0,0.712,2253,59,0.439,0.446,0.0001597,0.99984,547.2869881239104,
720848733,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,24,4,3,2,13363.0,1230,12133.0,0.688,1815,33,0.435,0.092,0.00016413,0.99984,644.4341352258957,643.699607130016
708480333,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,36,5,2,3,2163.0,932,1231.0,1.127,2229,57,0.839,0.431,0.00018057,0.99982,550.1781218777235,
826723308,Existing Customer,58,M,3,College,Married,$120K +,Blue,54,5,1,4,3452.0,2088,1364.0,0.768,1008,21,0.4,0.605,0.00015944,0.99984,525.382515942485,
801369258,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,4466.0,777,3689.0,1.02,1757,59,0.595,0.174,0.00013827,0.99986,636.9892674376174,
709584483,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,1,4,3030.0,2517,513.0,0.785,1805,44,0.467,0.831,0.00016399,0.99984,409.4973282249435,
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,1,3,2112.0,1594,518.0,1.204,1338,29,2.222,0.755,0.0001391,0.99986,453.44100075600204,
779707308,Existing Customer,35,F,1,Graduate,Married,Less than $40K,Blue,18,5,1,2,7583.0,1619,5964.0,1.468,2229,53,1.208,0.214,5.1697e-05,0.99995,590.9866959551699,
711688158,Existing Customer,47,M,5,Graduate,Single,$120K +,Blue,27,5,3,4,11760.0,2306,9454.0,0.616,1498,49,0.96,0.196,0.00053272,0.99947,614.5541698445602,
711848658,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,17,3,3,2,2259.0,1776,483.0,1.292,1790,31,0.824,0.786,0.00018146,0.99982,407.5135893391635,
715855083,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6,2,4,19762.0,507,19255.0,0.85,2793,67,0.595,0.026,0.00033294,0.99967,700.2233832870581,
778971408,Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,5,2,4,2803.0,1848,955.0,0.614,1968,64,0.524,0.659,0.00049554,0.9995,447.3646246910086,
711648708,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,2,25666.0,756,24910.0,0.69,4088,84,0.867,0.029,0.00018665,0.99981,714.8819979182384,
713149683,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,24,5,1,4,9297.0,1668,7629.0,0.521,1264,31,0.632,0.179,0.00015944,0.99984,609.4631567042002,
771903033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,25,5,1,2,2999.0,1247,1752.0,0.962,2017,40,0.6,0.416,5.1697e-05,0.99995,535.099359407243,537.10736375262
737925558,Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,4234.0,1893,2341.0,0.585,1439,42,0.355,0.447,0.00014134,0.99986,579.818498862271,
803347908,Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,28,4,3,2,15987.0,0,15987.0,1.494,2327,65,0.806,0.0,0.00019451,0.99981,685.748091285359,
817285758,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,5,3,16435.0,0,16435.0,0.676,1721,56,0.514,0.0,0.00035434,0.99965,692.047125957846,
711480108,Existing Customer,37,M,4,High School,Married,$60K - $80K,Blue,24,3,1,4,5335.0,2145,3190.0,0.879,1888,43,0.433,0.402,0.00016112,0.99984,540.1996821181548,540.40255326514
709662708,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,53,3,3,3,3506.0,1604,1902.0,0.574,1953,61,0.649,0.458,0.00027604,0.99972,572.8875560037287,
709224858,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,5,1,2,3610.0,1629,1981.0,0.821,1652,40,0.481,0.451,6.4807e-05,0.99994,543.1526325117965,542.7089677808273
821771508,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,28,5,1,2,3172.0,2055,1117.0,0.663,1939,36,0.636,0.648,4.5946e-05,0.99995,470.6851240948846,
712216533,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,34,6,2,3,8206.0,763,7443.0,0.87,1715,43,0.72,0.093,0.00021724,0.99978,653.9798211556489,655.7638559764903
710522433,Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2,2,2416.0,1499,917.0,0.905,2372,53,0.514,0.62,9.7673e-05,0.9999,512.4754035008666,510.5579915751006
779046408,Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,41,3,2,4,2458.0,1880,578.0,0.759,1238,30,0.579,0.765,0.00028024,0.99972,453.9726377146777,457.5494192056116
708595158,Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,1,2,1677.0,1598,79.0,0.994,2389,43,0.536,0.953,4.7263e-05,0.99995,393.73971405785,
757266933,Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,45,4,1,4,11819.0,929,10890.0,0.773,2431,46,0.484,0.079,0.00018595,0.99981,686.9301033393384,
816776283,Existing Customer,42,M,4,High School,Unknown,$80K - $120K,Gold,37,5,1,2,34516.0,1797,32719.0,1.314,1534,30,0.875,0.052,6.4694e-05,0.99994,708.7704980369122,
719904333,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3,4,1459.0,590,869.0,1.164,2229,52,1.08,0.404,0.00044282,0.99956,557.2583049812117,
718264233,Existing Customer,29,M,0,High School,Married,$40K - $60K,Blue,13,4,1,4,1458.0,671,787.0,1.583,2449,56,0.931,0.46,0.00013184,0.99987,500.5756463736467,
